LATITUDE,LONGITUDE,FID,HFNAME,DISTRICT,VDC,WARD,TYPE
26.85,85.23,new+AF8-HF.3524,Basantapatti SHP,rautahat,BASANTAPATTI,2,Health Post
26.87,85.24,new+AF8-HF.3525,Tejapakar SHP,rautahat,TEJAPAKAR,5,Health Post
26.86,85.25,new+AF8-HF.3526,Lokaha SHP,rautahat,LOKAHA,9,Health Post
27.01,85.37,new+AF8-HF.3527,Bishrampur HP,rautahat,BISHRAMPUR,5,Health Post
26.99,85.2,new+AF8-HF.3528,Santapur (Dostiya) HP,rautahat,SANTAPUR (DOSTIYA),7,Health Post
26.96,85.22,new+AF8-HF.3529,Maryadpur HP,rautahat,MARYADPUR,1,Health Post
26.95,85.32,new+AF8-HF.3530,Garuda Bainiya HP,rautahat,BAIRIYA,7,Health Post
27.06,85.34,new+AF8-HF.3531,Matiauna (Dumariya) HP,rautahat,DUMARIYA (MATIAUNA),2,Health Post
26.96,85.38,new+AF8-HF.3532,Samanpur HP,rautahat,SAMANPUR,5,Health Post
26.98,85.34,new+AF8-HF.3533,Raghunathpur HP,rautahat,RAGHUNATHPUR,5,Health Post
26.91,85.28,new+AF8-HF.3534,Khesarhiya HP,rautahat,KHESARHIYA,2,Health Post
27.03,85.29,new+AF8-HF.3535,Pratappur Paltuwa SHP,rautahat,PRATAPPUR PALTUWA,1,Health Post
27.05,85.26,new+AF8-HF.3536,Kakanpur SHP,rautahat,KAKANPUR,2,Health Post
27,85.3,new+AF8-HF.3537,Gamhariyabirta SHP,rautahat,GAMHARIYABIRTA,9,Health Post
26.97,85.37,new+AF8-HF.3538,Gamhariyaparsa SHP,rautahat,GAMHARIYAPARSA,4,Health Post
27.13,85.47,new+AF8-HF.3539,Paurai SHP,rautahat,PAURAI,3,Health Post
27.07,85.34,new+AF8-HF.3540,Santpur (Matiaun) SHP,rautahat,SANTPUR (MATIAUN),1,Health Post
27.13,85.38,new+AF8-HF.3541,Judibela SHP,rautahat,JUDIBELA,3,Health Post
26.95,85.37,new+AF8-HF.3542,Sangrampur SHP,rautahat,SANGRAMPUR,1,Health Post
26.93,85.31,new+AF8-HF.3543,Mahamadpur HP,rautahat,MAHAMADPUR,8,Health Post
26.95,85.38,new+AF8-HF.3544,Bahuwa Madanpur SHP,rautahat,BAHUWA MADANPUR,1,Health Post
26.95,85.24,new+AF8-HF.3545,Karkach Karmaiya SHP,rautahat,KARKACHKARMAIYA,1,Health Post
26.99,85.27,new+AF8-HF.3546,Pipara Pokhariya SHP,rautahat,PIPARA POKHARIYA,6,Health Post
26.94,85.34,new+AF8-HF.3547,Malahi SHP,rautahat,MALAHI,1,Health Post
27.07,85.28,new+AF8-HF.3548,Rangapur SHP,rautahat,RANGAPUR,5,Health Post
27,85.25,new+AF8-HF.3549,Birtiprastoka SHP,rautahat,BIRTIPRASTOKA,5,Health Post
26.94,85.35,new+AF8-HF.3550,Bariyarpur SHP,rautahat,BARIYARPUR,5,Health Post
26.92,85.31,new+AF8-HF.3551,Jayanagar SHP,rautahat,JAYANAGAR,4,Health Post
27.04,85.25,new+AF8-HF.3552,Hathiyahi SHP,rautahat,HATHIYAHI,5,Health Post
27.05,85.2,new+AF8-HF.3553,Fatuwaharsaha SHP,rautahat,FATUWAHARSAHA,9,Health Post
27.02,85.37,new+AF8-HF.3554,Ramolibairiya SHP,rautahat,RAMOLIBAIRIYA,1,Health Post
27.05,85.27,new+AF8-HF.3555,Laxmipur (Do) SHP,rautahat,LAXMIPUR (DO),8,Health Post
26.99,85.38,new+AF8-HF.3556,Hadiryapaltuwa SHP,rautahat,HADIRYAPALTUWA,4,Health Post
26.97,85.33,new+AF8-HF.3557,Basbiti Jingadiya SHP,rautahat,BASBITIJINGADIYA,7,Health Post
26.93,85.29,new+AF8-HF.3558,Pothiyahi SHP,rautahat,POTHIYAHI,4,Health Post
26.93,85.32,new+AF8-HF.3559,Gedahiguthi SHP,rautahat,GEDAHIGUTHI,3,Health Post
26.93,85.28,new+AF8-HF.3560,Dharhari SHP,rautahat,DHARHARI,2,Health Post
26.97,85.28,new+AF8-HF.3561,Bagahi SHP,rautahat,BAGAHI,5,Health Post
26.98,85.29,new+AF8-HF.3562,Pipariya (Dostiya) SHP,rautahat,PIPARIYA (DOSTIYA),6,Health Post
27.03,85.2,new+AF8-HF.3563,Laxminiya SHP,rautahat,LAXMINIYA,5,Health Post
27.05,85.31,new+AF8-HF.3564,Simara Bhawanipur SHP,rautahat,SIMARA BHAWANIPUR,2,Health Post
27,85.33,new+AF8-HF.3565,Sakhuwa Dhamaura SHP,rautahat,SAKHUWA DHAMAURA,3,Health Post
26.83,85.27,new+AF8-HF.3566,Fatuhamaheshpur SHP,rautahat,FATUHAMAHESHPUR,5,Health Post
26.84,85.33,new+AF8-HF.3567,Matsari SHP,rautahat,MATSARI,5,Health Post
26.84,85.32,new+AF8-HF.3568,Pacharukhi SHP,rautahat,PACHARUKHI,5,Health Post
26.82,85.31,new+AF8-HF.3569,Badharwa SHP,rautahat,BADHARWA,1,Health Post
26.83,85.3,new+AF8-HF.3570,Saruatha HP,rautahat,SARUATHA,7,Health Post
26.8,85.3,new+AF8-HF.3571,Jhunkhunwa SHP,rautahat,JHUNKHUNWA,2,Health Post
26.76,85.28,new+AF8-HF.3572,Mahendra Das Health Clinic,rautahat,GAUR MUNICIPALITY,5,Private Clinics
26.98,85.24,new+AF8-HF.3573,Jana Samudayek Clinic,rautahat,KATAHARIYA,8,Private Clinics
26.95,85.32,new+AF8-HF.3574,Anamica Clinic,rautahat,GARUDABAIRIYA,6,Private Clinics
26.94,85.31,new+AF8-HF.3575,Samudayik Swasthya Ikai,rautahat,MAHAMADPUR,6,Other Government HF
26.77,85.27,new+AF8-HF.3576,Electro Homoeo Clinic,rautahat,GAUR MUNICIPALITY,5,Private Clinics
27.11,85.35,new+AF8-HF.3577,DNS Phisiotherapy Clinic,rautahat,CHANDRANIGAHAPUR,6,Private Clinics
27.12,85.36,new+AF8-HF.3578,Upaddhaya Clinic,rautahat,CHANDRANIGAHAPUR,10,Private Clinics
26.97,85.38,new+AF8-HF.3579,Raj Polyclinic,rautahat,SAMANPUR,4,Private Clinics
26.76,85.28,new+AF8-HF.3580,Karagar Health Center,rautahat,GAUR MUNICIPALITY,5,Other Government Hospital
26.95,85.31,new+AF8-HF.3581,B K Chaudhari Chikitsala Sewa kendra,rautahat,BAIRIYA,6,Other Private HF
26.77,85.27,new+AF8-HF.3582,Dr. Pramod Kumar Jha Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
26.77,85.28,new+AF8-HF.3583,Dr. Zeba Tabassum Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
26.77,85.27,new+AF8-HF.3584,Dr. Thipurati Mishra,rautahat,GAUR MUNICIPALITY,9,Private Clinics
26.76,85.28,new+AF8-HF.3585,Dr. Rampreet Rai Clinic,rautahat,GAUR MUNICIPALITY,1,Private Clinics
26.77,85.27,new+AF8-HF.3586,Dr. Kausharalaya Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
26.77,85.27,new+AF8-HF.3587,Center Heart Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
27.12,85.36,new+AF8-HF.3588,Chandranigahapur Hospital Pvt. Ltd.,rautahat,CHANDRANIGAHAPUR,1,Private Hospital
26.95,85.32,new+AF8-HF.3589,Health Hand Hospital and Research Center,rautahat,BAIRIYA,6,Private Hospital
26.76,85.28,new+AF8-HF.3590,Dr. Taiyab Nursing Home Children Life Care,rautahat,GAUR MUNICIPALITY,1,Private Hospital
27.12,85.36,new+AF8-HF.3591,Janakpur Samudayik Aspatal,rautahat,CHANDRANIGAHAPUR,1,Community Hospital (NGO)
26.95,85.32,new+AF8-HF.3592,Najiya Classic X+AC0-Ray,rautahat,BAIRIYA,6,Radiology
26.76,85.28,new+AF8-HF.3593,Sanjibani Pathology,rautahat,GAUR MUNICIPALITY,5,Private Laboratory
27.11,85.35,new+AF8-HF.3594,Advance Digonostic Center,rautahat,CHANDRANIGAHAPUR,6,Diagnostic Centre
26.76,85.28,new+AF8-HF.3595,Das Pathology,rautahat,GAUR MUNICIPALITY,8,Private Laboratory
26.77,85.27,new+AF8-HF.3596,Manoj Diagnostic +ACY- Medical Research Center,rautahat,GAUR MUNICIPALITY,5,Diagnostic Centre
26.77,85.28,new+AF8-HF.3597,Nepal Photology,rautahat,GAUR MUNICIPALITY,8,Private Laboratory
26.98,85.84,new+AF8-HF.3598,Gupta Pathology Clinic or Laboratory,rautahat,KATAHARIYA,8,Private Laboratory
26.76,85.28,new+AF8-HF.3599,City Top PathologyLaboratory,rautahat,GAUR MUNICIPALITY,1,Private Laboratory
27.12,85.36,new+AF8-HF.3600,Poly Pathology,rautahat,CHANDRANIGAHAPUR,1,Private Laboratory
27.12,85.36,new+AF8-HF.3601,Thakur Pathology,rautahat,CHANDRANIGAHAPUR,1,Private Laboratory
26.95,85.32,new+AF8-HF.3602,Adarsha Janch Ghar,rautahat,BAIRIYA,6,Private Laboratory
26.95,85.32,new+AF8-HF.3603,Sanjibani Digonostic Center,rautahat,BAIRIYA,6,Diagnostic Centre
26.95,85.32,new+AF8-HF.3604,New Gadimai Digonostic Center,rautahat,BAIRIYA,6,Diagnostic Centre
26.77,85.27,new+AF8-HF.3605,M.K. Narayani Photology,rautahat,GAUR MUNICIPALITY,8,Private Laboratory
26.93,85.3,new+AF8-HF.3606,Advance PhotologyLaboratory,rautahat,MAHAMADPUR,8,Private Laboratory
26.77,85.27,new+AF8-HF.3607,Mega Photology,rautahat,GAUR MUNICIPALITY,5,Private Laboratory
26.93,85.31,new+AF8-HF.3608,Maa+AC0-Durga PathologyLaboratory,rautahat,MAHAMADPUR,8,Private Laboratory
27.12,85.36,new+AF8-HF.3609,Parnami Dental +ACY- Digonostic Center,rautahat,CHANDRANIGAHAPUR,1,Diagnostic Centre
27.11,85.35,new+AF8-HF.3610,Eye Care Center,rautahat,CHANDRANIGAHAPUR,1,Private Clinics
26.78,85.28,new+AF8-HF.3611,Gaur Eye Hospital,rautahat,GAUR MUNICIPALITY,12,Hospital (NGO)
26.77,85.28,new+AF8-HF.3612,Ravi Dental Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
26.76,85.28,new+AF8-HF.3613,Dalu Dental Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
26.76,85.28,new+AF8-HF.3614,Naufil Cosmetic Dental Clinic,rautahat,GAUR MUNICIPALITY,8,Private Clinics
26.77,85.27,new+AF8-HF.3615,Rukminiraj Dental Clinic,rautahat,GAUR MUNICIPALITY,5,Private Clinics
27.1,85.35,new+AF8-HF.3616,District Ayurved Health Center,rautahat,CHANDRANIGAHAPUR,8,Aayurveda offices
28.32,82.62,new+AF8-HF.3617,+ACI-District Hospital, Rolpa+ACI-,rolpa,LIWANG,4,District Hospital
28.25,82.73,new+AF8-HF.3618,Sulichaur PHC,rolpa,MIJHING,7,Primary Health Care Centre
28.19,82.51,new+AF8-HF.3619,Holeri PHC,rolpa,SAKHI,1,Primary Health Care Centre
28.2,82.76,new+AF8-HF.3620,Aresh SHP,rolpa,ARESH,3,Health Post
28.4,82.55,new+AF8-HF.3621,Bhawang SHP,rolpa,BHABANG,9,Health Post
28.46,82.65,new+AF8-HF.3622,Bhirul SHP,rolpa,MIRUL,4,Health Post
28.28,82.41,new+AF8-HF.3623,Budagaun SHP,rolpa,BUDAGAUN,1,Health Post
28.33,82.67,new+AF8-HF.3624,Dhawang HP,rolpa,DHAWANG,8,Health Post
28.17,82.47,new+AF8-HF.3625,Dubring SHP,rolpa,DUBRING,4,Health Post
28.16,82.55,new+AF8-HF.3626,Dubidanda SHP,rolpa,DUBIDANDA,6,Health Post
28.48,82.52,new+AF8-HF.3627,Kewari HP,rolpa,ERIWANG,6,Health Post
28.31,82.73,new+AF8-HF.3628,Fagaam SHP,rolpa,FAGAAM,6,Health Post
28.36,82.86,new+AF8-HF.3629,Gaam SHP,rolpa,GAAM,5,Health Post
28.32,82.5,new+AF8-HF.3630,Gairigaun SHP,rolpa,GAIRIGAUN,6,Health Post
28.29,82.71,new+AF8-HF.3631,Gajul HP,rolpa,GAJUL,1,Health Post
28.39,82.51,new+AF8-HF.3632,Ghartigaun SHP,rolpa,GHARTI GAUN,1,Health Post
28.21,82.66,new+AF8-HF.3633,Ghodagaun HP,rolpa,GHODAGAUN,1,Health Post
28.36,82.86,new+AF8-HF.3634,Gumchal SHP,rolpa,GUMCHAL,3,Health Post
28.32,82.79,new+AF8-HF.3635,Harjang HP,rolpa,HARJANG,2,Health Post
28.38,82.74,new+AF8-HF.3636,Jailwang SHP,rolpa,JAILWANG,3,Health Post
28.36,82.8,new+AF8-HF.3637,Powang HP,rolpa,JAIMAKASALA,4,Health Post
28.26,82.59,new+AF8-HF.3638,Jankot SHP,rolpa,JANGKOT,4,Health Post
28.19,82.59,new+AF8-HF.3639,Jaulipokhari SHP,rolpa,JAULIPOKHARI,7,Health Post
28.25,82.6,new+AF8-HF.3640,Jedwang SHP,rolpa,JEDWANG,0,Health Post
28.21,82.45,new+AF8-HF.3641,Jhenam SHP,rolpa,JHENAM,5,Health Post
28.43,82.42,new+AF8-HF.3642,Jinawang HP,rolpa,JINABANG,1,Health Post
28,82,new+AF8-HF.3643,Nerpa HP,rolpa,JUNGAR,4,Health Post
28.28,82.54,new+AF8-HF.3644,Kareti HP,rolpa,KARETI,6,Health Post
28.28,82.69,new+AF8-HF.3645,Khumel SHP,rolpa,KHUMEL,4,Health Post
28.2,82.68,new+AF8-HF.3646,Khungri SHP,rolpa,KHUNGRI,2,Health Post
28.37,82.54,new+AF8-HF.3647,Korchawang HP,rolpa,KORCHABANG,7,Health Post
28.33,82.58,new+AF8-HF.3648,Kotgaun HP,rolpa,KOTGAUN,4,Health Post
28.47,82.6,new+AF8-HF.3649,Kureli SHP,rolpa,KURELI,8,Health Post
28.31,82.64,new+AF8-HF.3650,Liwang HP,rolpa,LIWANG,6,Health Post
28.17,82.57,new+AF8-HF.3651,Masina SHP,rolpa,MASINA,3,Health Post
28.27,82.49,new+AF8-HF.3652,Nuwagaun SHP,rolpa,NUWAGAUN,5,Health Post
28.52,82.52,new+AF8-HF.3653,Pachhawang SHP,rolpa,PACHHABANG,7,Health Post
28.49,82.43,new+AF8-HF.3654,Pakhapani SHP,rolpa,PAKHAPANI,7,Health Post
28.27,82.83,new+AF8-HF.3655,Pang SHP,rolpa,PANG,6,Health Post
28.49,82.55,new+AF8-HF.3656,Rangkot SHP,rolpa,RANGKOT,3,Health Post
28.44,82.54,new+AF8-HF.3657,Rangsi HP,rolpa,RANGSI,6,Health Post
28.47,82.46,new+AF8-HF.3658,Rank SHP,rolpa,RANK,4,Health Post
28.39,82.82,new+AF8-HF.3659,Seram SHP,rolpa,SERAM,1,Health Post
28.24,82.83,new+AF8-HF.3660,Sirpa SHP,rolpa,SIRPA,1,Health Post
28.35,82.81,new+AF8-HF.3661,Siuri SHP,rolpa,SIURI,7,Health Post
28.43,82.48,new+AF8-HF.3662,Talawang SHP,rolpa,TALABANG,3,Health Post
28.23,82.75,new+AF8-HF.3663,Tewang SHP,rolpa,TEWANG,9,Health Post
28.52,82.71,new+AF8-HF.3664,Thawang HP,rolpa,THABANG,4,Health Post
28.43,82.8,new+AF8-HF.3665,Uwa SHP,rolpa,UWA,6,Health Post
28.26,82.77,new+AF8-HF.3666,Wadachaur SHP,rolpa,BADACHAUR,4,Health Post
28.39,82.62,new+AF8-HF.3667,Whama HP,rolpa,HWAMA,7,Health Post
28.41,82.44,new+AF8-HF.3668,Wot SHP,rolpa,WOT,6,Health Post
28.64,82.19,new+AF8-HF.3669,+ACI-District Hospital, Rukum+ACI-,rukum,KHALANGA,2,District Hospital
28.64,82.45,new+AF8-HF.3670,Kotjahari PHC,rukum,KOTJAHARI,2,Primary Health Care Centre
28.66,82.23,new+AF8-HF.3671,H.D.C.S. Hospital Chaurjahari,rukum,BIJAYASWORI,4,Community Hospital (INGO)
28.6,82.77,new+AF8-HF.3672,Kol PHC,rukum,KOL,1,Primary Health Care Centre
28.67,82.27,new+AF8-HF.3673,Purtimkanda SHP,rukum,PURTIMKANDA,5,Health Post
28.63,82.29,new+AF8-HF.3674,Kholagaun SHP,rukum,KHOLAGAUN,4,Health Post
28.64,82.23,new+AF8-HF.3675,Chaurjahari SHP,rukum,BIJAYASWORI,1,Health Post
28.59,82.31,new+AF8-HF.3676,Nuwakot SHP,rukum,NUWAKOT,4,Health Post
28.59,82.39,new+AF8-HF.3677,Pyaugha SHP,rukum,PEUGHA,6,Health Post
28.55,82.43,new+AF8-HF.3678,Khara SHP,rukum,KHARA,6,Health Post
28.57,82.4,new+AF8-HF.3679,Muru SHP,rukum,MURU,8,Health Post
28.68,82.89,new+AF8-HF.3680,Ranmamaikot SHP,rukum,RANMAMAIKOT,3,Health Post
28.59,82.64,new+AF8-HF.3681,Kanda HP,rukum,KANDA,3,Health Post
28.62,82.73,new+AF8-HF.3682,Rangsi SHP,rukum,RANGSI,1,Health Post
28.68,82.68,new+AF8-HF.3683,Pwang SHP,rukum,PWANG,8,Health Post
28.57,82.67,new+AF8-HF.3684,Morawang SHP,rukum,MORAWANG,3,Health Post
28.55,82.67,new+AF8-HF.3685,Mahat HP,rukum,MAHAT,1,Health Post
28.75,82.67,new+AF8-HF.3686,Sisne SHP,rukum,SISNE,1,Health Post
28.67,82.86,new+AF8-HF.3687,Hukam SHP,rukum,HUKAM,1,Health Post
28.58,82.82,new+AF8-HF.3688,Taksera SHP,rukum,TAKSERA,5,Health Post
28.62,82.63,new+AF8-HF.3689,Rukumkot HP,rukum,RUKUMKOT,7,Health Post
28.56,82.74,new+AF8-HF.3690,Kankri SHP,rukum,KANKRI,1,Health Post
28.53,82.56,new+AF8-HF.3691,Chunwang HP,rukum,CHUNWANG,2,Health Post
28.61,82.51,new+AF8-HF.3692,Sankha SHP,rukum,SANKHA,7,Health Post
28.6,82.46,new+AF8-HF.3693,Bhalakacha SHP,rukum,BHALAKCHA,1,Health Post
28.59,82.5,new+AF8-HF.3694,Chokhawang SHP,rukum,CHAUKHAWANG,4,Health Post
28.68,82.31,new+AF8-HF.3695,Garayala SHP,rukum,GARAYALA,5,Health Post
28.63,82.35,new+AF8-HF.3696,Arma SHP,rukum,ARMA,8,Health Post
28.66,82.35,new+AF8-HF.3697,Simli SHP,rukum,SIMLI,1,Health Post
28.64,82.41,new+AF8-HF.3698,Chhiwang SHP,rukum,CHHIWANG,6,Health Post
28.74,82.3,new+AF8-HF.3699,Ghetma SHP,rukum,GHETMA,1,Health Post
28.78,82.34,new+AF8-HF.3700,Aathbisdanda SHP,rukum,AATHBISDANDAGAUN,4,Health Post
28.85,82.48,new+AF8-HF.3701,Gautamkot SHP,rukum,GOTAMKOT,3,Health Post
28.8,82.49,new+AF8-HF.3702,Syalagadi SHP,rukum,SYALAKHADI,1,Health Post
28.71,82.44,new+AF8-HF.3703,Magma SHP,rukum,MAGMA,1,Health Post
28.67,82.44,new+AF8-HF.3704,Jhula SHP,rukum,JHULA,7,Health Post
28.7,82.4,new+AF8-HF.3705,Duli SHP,rukum,DULI,1,Health Post
28.65,82.54,new+AF8-HF.3706,Pipal SHP,rukum,PIPAL,6,Health Post
28.65,82.53,new+AF8-HF.3707,Syalapakha HP,rukum,SYALAPAKHA,5,Health Post
28.64,82.58,new+AF8-HF.3708,Pokhara SHP,rukum,POKHARA,1,Health Post
28.68,82.47,new+AF8-HF.3709,Baflikot HP,rukum,BANFIKOT,1,Health Post
28.79,82.35,new+AF8-HF.3710,Aathbiskot HP,rukum,AATHBISKOT,2,Health Post
28.63,82.45,new+AF8-HF.3711,Musikotkhalanga HP,rukum,KHALANGA,0,Health Post
28.58,82.43,new+AF8-HF.3712,Simratu HP,rukum,RUGHA,2,Health Post
28.69,82.71,new+AF8-HF.3713,Jang HP,rukum,JANG,3,Health Post
27.42,83.27,new+AF8-HF.3714,Aama SHP,rupandehi,AAMA,0,Health Post
27.62,83.45,new+AF8-HF.3715,Aanandaban HP,rupandehi,AANANDABAN,0,Health Post
27.6,83.41,new+AF8-HF.3716,Amuwa SHP,rupandehi,AMUWA,0,Health Post
27.39,83.32,new+AF8-HF.3717,Asurena SHP,rupandehi,ASURENA,0,Health Post
27.49,83.49,new+AF8-HF.3718,Bagaha SHP,rupandehi,BAGAHA,0,Health Post
27.38,83.37,new+AF8-HF.3719,Bagauli SHP,rupandehi,BAGAULI,0,Health Post
27.44,83.37,new+AF8-HF.3720,Bairghat SHP,rupandehi,BAIRGHAT,0,Health Post
27.51,83.49,new+AF8-HF.3721,Basantapur PHC,rupandehi,BASANTAPUR,9,Primary Health Care Centre
27.42,83.31,new+AF8-HF.3722,Betakuiya SHP,rupandehi,BETAKUIYA,0,Health Post
27.45,83.26,new+AF8-HF.3723,Bhagawanpur SHP,rupandehi,BHAGAWANPUR,0,Health Post
27.56,83.29,new+AF8-HF.3724,Karmahawa HP,rupandehi,BISUNPURA,4,Health Post
27.48,83.59,new+AF8-HF.3725,Bodabar,rupandehi,BODABAR,0,Health Post
27.42,83.36,new+AF8-HF.3726,Bogadi SHP,rupandehi,BOGADI,0,Health Post
27.7,83.46,new+AF8-HF.3727,Lumbini Zonal Hospital,rupandehi,BUTAWAL MUNICIPALITY,0,Zonal Hospital
27.69,83.48,new+AF8-HF.3728,AMDA hospital,rupandehi,BUTAWAL MUNICIPALITY,0,Other HF (INGO)
27.69,83.48,new+AF8-HF.3729,Medtech Hospital,rupandehi,BUTAWAL MUNICIPALITY,0,Private Hospital
27.7,83.47,new+AF8-HF.3730,Butwal Hospital Pvt. Ltd.,rupandehi,BUTAWAL MUNICIPALITY,0,Private Hospital
27.69,83.46,new+AF8-HF.3731,Health Care Nursing Home,rupandehi,BUTAWAL MUNICIPALITY,0,Nursing Home
27.7,83.47,new+AF8-HF.3732,Lumbini Nursing Home,rupandehi,BUTAWAL MUNICIPALITY,0,Nursing Home
27.69,83.47,new+AF8-HF.3733,Marie Stopes Center,rupandehi,BUTAWAL MUNICIPALITY,0,Other non+AC0-governmental
27.71,83.46,new+AF8-HF.3734,FPAN,rupandehi,BUTAWAL MUNICIPALITY,0,Other non+AC0-governmental
27.52,83.59,new+AF8-HF.3735,Chhipagada SHP,rupandehi,CHHIPAGADA,0,Health Post
27.54,83.57,new+AF8-HF.3736,Chhotaki Ramnagar SHP,rupandehi,CHHOTAKI RAMNAGAR,0,Health Post
27.54,83.44,new+AF8-HF.3737,Chilhiya SHP,rupandehi,CHILHIYA,0,Health Post
27.56,83.36,new+AF8-HF.3738,Dayanagar HP,rupandehi,DAYANAGAR,0,Health Post
27.64,83.6,new+AF8-HF.3739,Devadaha SHP,rupandehi,DEVADAHA,0,Health Post
27.52,83.55,new+AF8-HF.3740,Dhakadhai PHC,rupandehi,DHAKADHAI,0,Primary Health Care Centre
27.54,83.32,new+AF8-HF.3741,Dhamauli SHP,rupandehi,DHAMAULI,0,Health Post
27.69,83.31,new+AF8-HF.3742,Dudharakchhe SHP,rupandehi,DUDHARAKCHHE,0,Health Post
27.52,83.29,new+AF8-HF.3743,Ekala SHP,rupandehi,EKALA,0,Health Post
27.38,83.3,new+AF8-HF.3744,Farena SHP,rupandehi,FARENA,0,Health Post
27.65,83.28,new+AF8-HF.3745,Gajedi SHP,rupandehi,GAJEDI,4,Health Post
27.58,83.51,new+AF8-HF.3746,Gangoliya,rupandehi,GANGOLIYA,0,Health Post
27.48,83.37,new+AF8-HF.3747,Gonaha,rupandehi,GONAHA,0,Health Post
27.57,83.4,new+AF8-HF.3748,Harnaiya SHP,rupandehi,HARNAIYA,0,Health Post
27.51,83.4,new+AF8-HF.3749,Hatibangai SHP,rupandehi,HATIBANGAI,0,Health Post
27.54,83.49,new+AF8-HF.3750,Hatipharsatikar SHP,rupandehi,HATIPHARSATIKAR,0,Health Post
27.55,83.25,new+AF8-HF.3751,Jogada SHP,rupandehi,JOGADA,0,Health Post
27.53,83.35,new+AF8-HF.3752,Kamahariya SHP,rupandehi,KAMAHARIYA,0,Health Post
27.63,83.5,new+AF8-HF.3753,Karahiya SHP,rupandehi,KARAHIYA,8,Health Post
27.36,83.28,new+AF8-HF.3754,Karauta SHP,rupandehi,KARAUTA,0,Health Post
27.59,83.57,new+AF8-HF.3755,Kerbani SHP,rupandehi,KERBANI,0,Health Post
27.64,83.37,new+AF8-HF.3756,Khadawabangai SHP,rupandehi,KHADAWABANGAI,0,Health Post
27.51,83.31,new+AF8-HF.3757,Khudabagar SHP,rupandehi,KHUDABAGAR,0,Health Post
27.46,83.28,new+AF8-HF.3758,Lumbini PHC,rupandehi,LUMBINI,2,Primary Health Care Centre
27.47,83.28,new+AF8-HF.3759,International Buddhist Society,rupandehi,LUMBINI,0,Other HF (INGO)
27.57,83.47,new+AF8-HF.3760,Madhbaliya SHP,rupandehi,MADHBALIYA,0,Health Post
27.48,83.3,new+AF8-HF.3761,Madhuwani SHP,rupandehi,MADHUWANI,0,Health Post
27.53,83.39,new+AF8-HF.3762,Mainahiya SHP,rupandehi,MAINAHIYA,0,Health Post
27.45,83.35,new+AF8-HF.3763,Majhagawa HP,rupandehi,MAJHAGAWA,9,Health Post
27.59,83.52,new+AF8-HF.3764,Semara Baza HP,rupandehi,MAKRAHAR,2,Health Post
27.59,83.33,new+AF8-HF.3765,Manmateriya SHP,rupandehi,MANMATERIYA,0,Health Post
27.61,83.37,new+AF8-HF.3766,Manpakadi SHP,rupandehi,MANPAKADI,4,Health Post
27.46,83.38,new+AF8-HF.3767,Maryadpur SHP,rupandehi,MARYADPUR,0,Health Post
27.51,83.24,new+AF8-HF.3768,Masina SHP,rupandehi,MASINA,0,Health Post
27.66,83.44,new+AF8-HF.3769,Motipur SHP,rupandehi,MOTIPUR,0,Health Post
27.54,83.46,new+AF8-HF.3770,Padsari SHP,rupandehi,PADSARI,0,Health Post
27.49,83.53,new+AF8-HF.3771,Pajarkatti SHP,rupandehi,PAJARKATTI,0,Health Post
27.48,83.34,new+AF8-HF.3772,Sakraun Pakadi SHP,rupandehi,PAKADISAKRON,0,Health Post
27.69,83.34,new+AF8-HF.3773,Parroha HP,rupandehi,PARROHA,1,Health Post
27.52,83.51,new+AF8-HF.3774,Patekhouli SHP,rupandehi,PATEKHOULI,0,Health Post
27.49,83.52,new+AF8-HF.3775,Pokharvindi SHP,rupandehi,POKHARVINDI,0,Health Post
27.36,83.35,new+AF8-HF.3776,Rayapur PHC,rupandehi,RAYAPUR,4,Primary Health Care Centre
27.41,83.3,new+AF8-HF.3777,Roinihawa SHP,rupandehi,ROINIHAWA,0,Health Post
27.63,83.25,new+AF8-HF.3778,Rudrapur,rupandehi,RUDRAPUR,0,Health Post
27.58,83.23,new+AF8-HF.3779,Sadi SHP,rupandehi,SADI,0,Health Post
27.7,83.26,new+AF8-HF.3780,Saljhundi SHP,rupandehi,SALJHUNDI,0,Health Post
27.35,83.32,new+AF8-HF.3781,Semara SHP,rupandehi,SAMERAMARCHWAR,0,Health Post
27.67,83.39,new+AF8-HF.3782,Semalar SHP,rupandehi,SEMALAR,0,Health Post
27.65,83.47,new+AF8-HF.3783,Shankarnagar SHP,rupandehi,SHANKARNAGAR,0,Health Post
27.51,83.45,new+AF8-HF.3784,Bhim Hospital,rupandehi,SIDDHARTH NAGAR MUNICIPALITY,0,District Hospital
27.5,83.46,new+AF8-HF.3785,Ran Ambika Shah Eye Hospital,rupandehi,SIDDHARTH NAGAR MUNICIPALITY,3,Private Hospital
27.51,83.45,new+AF8-HF.3786,Srikrishna Netralaya,rupandehi,SIDDHARTH NAGAR MUNICIPALITY,0,Private Hospital
