FID,the_geom,NQID,HFNAME,DISTRICT,VDC,WARD,LATITUDE,LONGITUDE,ALTITUDE,TYPE,EZONE,MAJROTYP,REGION
new_HF.3392,POINT (84.52 27.67),3503,Bamti Bhandar HP,ramechhap,BAMTIBHANDAR,4,27.67,84.52,2117,Health Post,Hill,HP,Central
new_HF.3393,POINT (86.2 27.57),3504,Rasanalu SHP,ramechhap,RASANALU,4,27.57,86.2,1906,Health Post,Hill,SHP,Central
new_HF.3394,POINT (86.04 27.41),3505,Chisapani SHP,ramechhap,CHISAPANI,3,27.41,86.04,1166,Health Post,Hill,SHP,Central
new_HF.3395,POINT (86 27.45),3506,Pinkhuri SHP,ramechhap,PINKHURI,1,27.45,86,1126,Health Post,Hill,SHP,Central
new_HF.3396,POINT (86.03 27.35),3507,Bhaluwajor SHP,ramechhap,MALUWAJOR,2,27.35,86.03,1215,Health Post,Hill,SHP,Central
new_HF.3397,POINT (86.06 27.48),3508,Phulasi SHP,ramechhap,PHULASI,5,27.48,86.06,1602,Health Post,Hill,SHP,Central
new_HF.3398,POINT (86.05 27.45),3509,Chanakhu SHP,ramechhap,CHANAKHU,4,27.45,86.05,1153,Health Post,Hill,SHP,Central
new_HF.3399,POINT (86.16 27.5),3510,Namadi SHP,ramechhap,NAMADI,7,27.5,86.16,1514,Health Post,Hill,SHP,Central
new_HF.3400,POINT (86.11 27.44),3511,Tilpung SHP,ramechhap,TILPUNG,8,27.44,86.11,1031,Health Post,Hill,SHP,Central
new_HF.3401,POINT (85.94 27.51),3512,Doramba HP,ramechhap,DORAMBA,4,27.51,85.94,2106,Health Post,Hill,HP,Central
new_HF.3402,POINT (85.97 27.42),3513,Pakarbas SHP,ramechhap,PAKARBAS,6,27.42,85.97,1210,Health Post,Hill,SHP,Central
new_HF.3403,POINT (85.86 27.57),3514,Lakhanpur SHP,ramechhap,LAKHANPUR,7,27.57,85.86,1549,Health Post,Hill,SHP,Central
new_HF.3404,POINT (85.84 27.52),3515,Gunsi Bhadaure HP,ramechhap,GUNSIBHADAURE,4,27.52,85.84,1304,Health Post,Hill,HP,Central
new_HF.3405,POINT (85.93 27.43),3516,Bhirpani HP,ramechhap,BHIRPANI,3,27.43,85.93,1145,Health Post,Hill,HP,Central
new_HF.3406,POINT (86.1 27.36),3517,Sunarpani HP,ramechhap,SUNARPANI,4,27.36,86.1,1095,Health Post,Hill,HP,Central
new_HF.3407,POINT (86.26 27.6),3518,Those HP,ramechhap,THOSE,5,27.6,86.26,1756,Health Post,Hill,HP,Central
new_HF.3408,POINT (84.43 27.69),3519,Betali HP,ramechhap,BETALI,4,27.69,84.43,1643,Health Post,Hill,HP,Central
new_HF.3409,POINT (85.86 27.5),3520,Hiledevi SHP,ramechhap,HILEDEVI,7,27.5,85.86,1663,Health Post,Hill,SHP,Central
new_HF.3410,POINT (84.43 27.68),3521,Bethan SHP,ramechhap,BETHAN,3,27.68,84.43,1396,Health Post,Hill,SHP,Central
new_HF.3411,POINT (85.95 27.48),3522,Khadadevi SHP,ramechhap,KHADADEVI,9,27.48,85.95,1230,Health Post,Hill,SHP,Central
new_HF.3412,POINT (86.15 27.48),3523,Pharpu SHP,ramechhap,FARPU,8,27.48,86.15,1633,Health Post,Hill,SHP,Central
new_HF.3413,POINT (85.91 27.45),3524,Majuwa SHP,ramechhap,MAJUWA,8,27.45,85.91,1266,Health Post,Hill,SHP,Central
new_HF.3414,POINT (84.52 27.62),3525,Gumdel SHP,ramechhap,GUMDEL,4,27.62,84.52,2368,Health Post,Hill,SHP,Central
new_HF.3415,POINT (84.52 27.62),3526,Khaniyapani SHP,ramechhap,KHANIYAPANI,5,27.62,84.52,1564,Health Post,Hill,SHP,Central
new_HF.3416,POINT (84.57 27.61),3527,Dimipokhari SHP,ramechhap,DIMIPOKHARI,7,27.61,84.57,1552,Health Post,Hill,SHP,Central
new_HF.3417,POINT (84.54 27.63),3528,Nagadaha SHP,ramechhap,NAGADAHA,5,27.63,84.54,1614,Health Post,Hill,SHP,Central
new_HF.3418,POINT (86.02 27.44),3529,Puranagaun HP,ramechhap,PURANAGAU,5,27.44,86.02,1198,Health Post,Hill,HP,Central
new_HF.3419,POINT (85.97 27.45),3530,Bhadaure HP,ramechhap,BHADAURE,4,27.45,85.97,1040,Health Post,Hill,HP,Central
new_HF.3420,POINT (85.99 27.5),3531,Daduwa HP,ramechhap,DADHUWA,3,27.5,85.99,1799,Health Post,Hill,HP,Central
new_HF.3421,POINT (86.02 27.4),3532,Bhatauli SHP,ramechhap,BHATAULI,5,27.4,86.02,564,Health Post,Hill,SHP,Central
new_HF.3422,POINT (85.91 27.58),3533,Deurali SHP,ramechhap,GOSWARA,4,27.58,85.91,2217,Health Post,Hill,SHP,Central
new_HF.3423,POINT (85.92 27.54),3534,Tokarpur SHP,ramechhap,BHATAULI,3,27.54,85.92,1700,Health Post,Hill,SHP,Central
new_HF.3424,POINT (86.32 27.65),3535,Chuchure SHP,ramechhap,CHUCHURE,2,27.65,86.32,1911,Health Post,Hill,SHP,Central
new_HF.3425,POINT (85.87 27.44),3536,Rakathum SHP,ramechhap,RAKATHUM,3,27.44,85.87,1388,Health Post,Hill,SHP,Central
new_HF.3426,POINT (86.34 27.53),3537,Kubukasthali SHP,ramechhap,KUBUKASTHALI,7,27.53,86.34,1945,Health Post,Hill,SHP,Central
new_HF.3427,POINT (86.21 27.28),3538,Himganga SHP,ramechhap,HIMGANGA,8,27.28,86.21,1074,Health Post,Hill,SHP,Central
new_HF.3428,POINT (86.25 27.45),3539,Duragau SHP,ramechhap,DURAGAU,8,27.45,86.25,1475,Health Post,Hill,SHP,Central
new_HF.3429,POINT (86.15 27.31),3540,Okhreni SHP,ramechhap,OKHRENI,5,27.31,86.15,1673,Health Post,Hill,SHP,Central
new_HF.3430,POINT (86.2 27.39),3541,Chisapani SHP,ramechhap,GOTHGAU,3,27.39,86.2,1386,Health Post,Hill,SHP,Central
new_HF.3431,POINT (86.18 27.43),3542,Bijulikot SHP,ramechhap,BIJULIKOT,1,27.43,86.18,1697,Health Post,Hill,SHP,Central
new_HF.3432,POINT (86.23 27.43),3543,Sainpu SHP,ramechhap,SAIPU,6,27.43,86.23,1534,Health Post,Hill,SHP,Central
new_HF.3433,POINT (86.31 27.51),3544,Pritee SHP,ramechhap,PRITEE,5,27.51,86.31,1797,Health Post,Hill,SHP,Central
new_HF.3434,POINT (86.27 27.52),3545,Guptesor HP,ramechhap,GUPTESOR,3,27.52,86.27,2094,Health Post,Hill,HP,Central
new_HF.3435,POINT (86.28 27.48),3546,Bhujee HP,ramechhap,BHUJEE,6,27.48,86.28,1716,Health Post,Hill,HP,Central
new_HF.3436,POINT (86.11 27.39),3547,Kathajor HP,ramechhap,KATHJOR,7,27.39,86.11,1249,Health Post,Hill,HP,Central
new_HF.3437,POINT (86.21 27.35),3548,Sanghutar HP,ramechhap,SANGHUTAR,8,27.35,86.21,657,Health Post,Hill,HP,Central
new_HF.3438,POINT (86.14 27.36),3549,Salupati HP,ramechhap,SALUPATI,5,27.36,86.14,1434,Health Post,Hill,HP,Central
new_HF.3439,POINT (86.17 27.37),3550,Deurali SHP,ramechhap,DEURALI,5,27.37,86.17,1247,Health Post,Hill,SHP,Central
new_HF.3440,POINT (86.11 27.32),3551,Sukajor SHP,ramechhap,SUKAJOR,5,27.32,86.11,1550,Health Post,Hill,SHP,Central
new_HF.3441,POINT (86.16 27.28),3552,Rampur SHP,ramechhap,RAMPUR,6,27.28,86.16,1298,Health Post,Hill,SHP,Central
new_HF.3442,POINT (86.95 27.45),3553,Makadum HP,ramechhap,MAKADUM,6,27.45,86.95,1408,Health Post,Hill,HP,Central
new_HF.3443,POINT (86.06 27.38),5041,Manthali Policlinic,ramechhap,MANTHALI,4,27.38,86.06,571,Private Clinics,Hill,Private clinics,Central
new_HF.3444,POINT (86.1 27.49),5042,Jalpadevi Polyclinic Pvt. Ltd.,ramechhap,PHULASI,1,27.49,86.1,632,Private Clinics,Hill,Private clinics,Central
new_HF.3445,POINT (86.06 27.38),6024,Ramechhap Community Hospital,ramechhap,MANTHALI,4,27.38,86.06,542,Community Hospital (NGO),Hill,Non-government hospital,Central
new_HF.3446,POINT (86.06 27.39),6025,Sahara Hospital Pvt. Ltd.,ramechhap,MANTHALI,5,27.39,86.06,489,Private Hospital,Hill,Private hospital,Central
new_HF.3447,POINT (86.06 27.38),6026,Tamakoshi Sahakari Hospital,ramechhap,MANTHALI,4,27.38,86.06,557,Community Hospital (Cooperative),Hill,Non-government hospital,Central
new_HF.3448,POINT (85.3 28.11),1001,"District Hospital , Rasuwa",rasuwa,DHUNCHE,5,28.11,85.3,2200,District Hospital,Mountain,Government hospital,Central
new_HF.3449,POINT (85.22 27.99),2001,Jibjibe PHC,rasuwa,DHAIBUNG,8,27.99,85.22,1481,Primary Health Care Centre,Mountain,PHCC,Central
new_HF.3450,POINT (85.3 28.11),3001,Rasuwa HP,rasuwa,DHUNCHE,8,28.11,85.3,1991,Health Post,Mountain,HP,Central
new_HF.3451,POINT (85.34 28.17),3002,Syafrubesi HP,rasuwa,SYAFRU,9,28.17,85.34,1445,Health Post,Mountain,HP,Central
new_HF.3452,POINT (85.2 28.01),3003,Laharepouwa HP,rasuwa,LAHAREPOUWA,4,28.01,85.2,1349,Health Post,Mountain,HP,Central
new_HF.3453,POINT (85.51 28.22),3004,Langtang HP,rasuwa,LANGTANG,7,28.22,85.51,3427,Health Post,Mountain,HP,Central
new_HF.3454,POINT (85.24 27.99),3005,Bhorle SHP,rasuwa,BHORLE,7,27.99,85.24,1328,Health Post,Mountain,HP,Central
new_HF.3455,POINT (85.31 28.02),3006,Yarsa SHP,rasuwa,YARSA,1,28.02,85.31,1983,Health Post,Mountain,HP,Central
new_HF.3456,POINT (85.37 28.2),3007,Bridhim HP,rasuwa,BRIDHIM,2,28.2,85.37,2193,Health Post,Mountain,HP,Central
new_HF.3457,POINT (85.32 28.17),3008,Goljung HP,rasuwa,GOLJUNG,7,28.17,85.32,1981,Health Post,Mountain,HP,Central
new_HF.3458,POINT (85.19 28.04),3009,Dandagoun HP,rasuwa,DANDAGOUN,2,28.04,85.19,1311,Health Post,Mountain,HP,Central
new_HF.3459,POINT (85.36 28.24),3010,Timure HP,rasuwa,TIMURE,6,28.24,85.36,1651,Health Post,Mountain,HP,Central
new_HF.3460,POINT (85.3 28.18),3011,Thambuchet HP,rasuwa,CHILIME,1,28.18,85.3,1749,Health Post,Mountain,HP,Central
new_HF.3461,POINT (85.22 28.03),3012,Ramche HP,rasuwa,RAMCHE,7,28.03,85.22,2075,Health Post,Mountain,HP,Central
new_HF.3462,POINT (85.26 28.12),3013,Haku SHP,rasuwa,HAKU,5,28.12,85.26,2060,Health Post,Mountain,HP,Central
new_HF.3463,POINT (85.34 28.21),3014,Thuman SHP,rasuwa,THUMAN,4,28.21,85.34,2338,Health Post,Mountain,SHP,Central
new_HF.3464,POINT (85.28 28.16),3015,Gatlang SHP,rasuwa,GATLANG,1,28.16,85.28,2383,Health Post,Mountain,SHP,Central
new_HF.3465,POINT (85.17 28.03),3016,Thulogoun SHP,rasuwa,THULOGOUN,3,28.03,85.17,1357,Health Post,Mountain,SHP,Central
new_HF.3466,POINT (85.27 28.01),3017,Parchyang HP,rasuwa,SARAMTHALI,8,28.01,85.27,1390,Health Post,Mountain,HP,Central
new_HF.3467,POINT (85.36 28.14),5001,Mountain Fund Clinic,rasuwa,SYAFRU,3,28.14,85.36,2250,Other HF (INGO),Mountain,Other HFs,Central
new_HF.3468,POINT (85.34 28.16),5002,Panta Medical Hall,rasuwa,SYAFRU,9,28.16,85.34,1459,Private Clinics,Mountain,Private clinics,Central
new_HF.3469,POINT (85.31 28.17),5003,FK Health Clinic,rasuwa,GOLJUNG,8,28.17,85.31,2304,Other HF (INGO),Mountain,Other HFs,Central
new_HF.3470,POINT (81.71 28.83),6001,Kalika Community Hospital,rasuwa,DHAIBUNG,5,28.83,81.71,1523,Community Hospital (NGO),Mountain,Non-government hospital,Central
new_HF.3471,POINT (85.3 28.11),8006,Destrict Community Eye Center,rasuwa,DHUNCHE,5,28.11,85.3,2015,Other HF (INGO),Mountain,Other HFs,Central
new_HF.3472,POINT (85.21 28),8059,Kalika Pharmacy,rasuwa,DHAIBUNG,7,28,85.21,1726,Medical/Pharmecy,Mountain,Other HFs,Central
new_HF.3473,POINT (85.3 28.11),8087,"2,900,540,101",rasuwa,DHUNCHE,5,28.11,85.3,2024,Hospital (NGO),Mountain,Non-government hospital,Central
new_HF.3474,POINT (85.37 27.01),1004,"Gaur Hospital, Rautahat",rautahat,GAUR MUNICIPALITY,5,27.01,85.37,54,District Hospital,Terai,Government hospital,Central
new_HF.3475,POINT (85.36 27.11),1005,Chandranigahapur Hospital,rautahat,CHANDRANIGAHAPUR,1,27.11,85.36,101,District Hospital,Terai,Government hospital,Central
new_HF.3476,POINT (85.24 26.98),2008,Katahariya PHC,rautahat,KATAHARIYA,8,26.98,85.24,76,Primary Health Care Centre,Terai,PHCC,Central
new_HF.3477,POINT (85.33 26.84),2009,Gangapipara PHC,rautahat,GANGAPIPARA,3,26.84,85.33,59,Primary Health Care Centre,Terai,PHCC,Central
new_HF.3478,POINT (85.21 26.92),2010,Pataura PHC,rautahat,PATAURA,5,26.92,85.21,74,Primary Health Care Centre,Terai,PHCC,Central
new_HF.3479,POINT (85.25 26.83),2011,Rajpur Farhadawa PHC,rautahat,RAJPUR FARHADAWA,8,26.83,85.25,62,Primary Health Care Centre,Terai,PHCC,Central
new_HF.3480,POINT (85.24 27.01),3182,Bhasedawa SHP,rautahat,MASEDAWA,9,27.01,85.24,76,Health Post,Terai,SHP,Central
new_HF.3481,POINT (85.19 26.98),3183,Tengraha SHP,rautahat,TENGRAHA,1,26.98,85.19,81,Health Post,Terai,SHP,Central
new_HF.3482,POINT (85.26 26.94),3184,Prempur Gunahi SHP,rautahat,PREMPUR GUNAHI,4,26.94,85.26,71,Health Post,Terai,SHP,Central
new_HF.3483,POINT (85.36 26.91),3185,Dharampur HP,rautahat,DHARAMPUR,3,26.91,85.36,57,Health Post,Terai,HP,Central
new_HF.3484,POINT (85.32 26.9),3186,Bisunpurwa Manpur SHP,rautahat,BISUNPURWAMANPUR,5,26.9,85.32,55,Health Post,Terai,SHP,Central
new_HF.3485,POINT (85.21 26.81),3187,Jatahara SHP,rautahat,JATAHARA,3,26.81,85.21,54,Health Post,Terai,SHP,Central
new_HF.3486,POINT (85.32 26.76),3188,Brahmapuri SHP,rautahat,BRAHMAPURI,7,26.76,85.32,54,Health Post,Terai,SHP,Central
new_HF.3487,POINT (85.3 26.76),3189,Laxmipur Belbichawa SHP,rautahat,LAXMIPUR BELBICHAWA,4,26.76,85.3,57,Health Post,Terai,SHP,Central
new_HF.3488,POINT (85.3 26.78),3190,Gaur HP,rautahat,GAUR MUNICIPALITY,13,26.78,85.3,49,Health Post,Terai,HP,Central
new_HF.3489,POINT (85.24 26.77),3191,Banjaraha SHP,rautahat,BANJARAHA,0,26.77,85.24,50,Health Post,Terai,SHP,Central
new_HF.3490,POINT (85.22 26.78),3192,Auraiya HP,rautahat,AURAIYA,1,26.78,85.22,54,Health Post,Terai,HP,Central
new_HF.3491,POINT (85.2 26.78),3193,Mathiya SHP,rautahat,MATHIYA,3,26.78,85.2,59,Health Post,Terai,SHP,Central
new_HF.3492,POINT (85.22 26.8),3194,Paroha (Dumriya) HP,rautahat,DUMRIYA(PAROHA),1,26.8,85.22,61,Health Post,Terai,HP,Central
new_HF.3493,POINT (85.18 26.93),3195,Saunaraniya SHP,rautahat,SAUNARANIYA,8,26.93,85.18,71,Health Post,Terai,SHP,Central
new_HF.3494,POINT (85.22 26.91),3196,Ajagabi SHP,rautahat,AJAGABI,4,26.91,85.22,62,Health Post,Terai,SHP,Central
new_HF.3495,POINT (85.32 26.77),3197,Rajdevi SHP,rautahat,RAJDEVI,2,26.77,85.32,50,Health Post,Terai,SHP,Central
new_HF.3496,POINT (85.3 26.77),3198,Mudwalawa SHP,rautahat,MUDWALAWA,2,26.77,85.3,55,Health Post,Terai,SHP,Central
new_HF.3497,POINT (85.27 26.89),3199,Karuniya SHP,rautahat,KARUNIYA,6,26.89,85.27,46,Health Post,Terai,SHP,Central
new_HF.3498,POINT (85.31 26.87),3200,Jethrahiya SHP,rautahat,JETHRAHIYA,6,26.87,85.31,70,Health Post,Terai,SHP,Central
new_HF.3499,POINT (85.3 26.89),3201,Sakhuawa HP,rautahat,SAKHUAWA,1,26.89,85.3,60,Health Post,Terai,HP,Central
new_HF.3500,POINT (85.29 26.92),3202,Dipahi SHP,rautahat,DIPAHI,8,26.92,85.29,63,Health Post,Terai,SHP,Central
new_HF.3501,POINT (85.25 26.92),3203,Debahi SHP,rautahat,DEBAHI,2,26.92,85.25,67,Health Post,Terai,SHP,Central
new_HF.3502,POINT (85.18 26.88),3204,Sarmujhawa HP,rautahat,SARMUJAWA,6,26.88,85.18,54,Health Post,Terai,HP,Central
new_HF.3503,POINT (85.22 26.88),3205,C Pipariya HP,rautahat,PIPARIYA (PAROHA),5,26.88,85.22,59,Health Post,Terai,HP,Central
new_HF.3504,POINT (85.31 26.89),3206,Mithuawa SHP,rautahat,MITHUAWA,7,26.89,85.31,62,Health Post,Terai,SHP,Central
new_HF.3505,POINT (85.27 26.87),3207,Jingadawa Belbichwa SHP,rautahat,JINGADAWABELBICHWA,0,26.87,85.27,77,Health Post,Terai,SHP,Central
new_HF.3506,POINT (85.24 26.81),3208,Akolawa SHP,rautahat,AKOLAWA,4,26.81,85.24,59,Health Post,Terai,SHP,Central
new_HF.3507,POINT (85.25 26.8),3209,Bairiya SHP,rautahat,BAIRIYA,8,26.8,85.25,63,Health Post,Terai,SHP,Central
new_HF.3508,POINT (85.29 26.86),3210,Bhediyahi SHP,rautahat,BHEDIYAHI,2,26.86,85.29,53,Health Post,Terai,SHP,Central
new_HF.3509,POINT (85.29 26.85),3211,Rajpurtulsi SHP,rautahat,RAJPURTULSI,5,26.85,85.29,49,Health Post,Terai,SHP,Central
new_HF.3510,POINT (85.28 26.81),3212,Pipra Bhagwanpur SHP,rautahat,PIPRA BHAGWANPUR,3,26.81,85.28,46,Health Post,Terai,SHP,Central
new_HF.3511,POINT (85.33 26.85),3213,Bhalohiya (Pipra) SHP,rautahat,BHALOHIYA (PIPRA),9,26.85,85.33,67,Health Post,Terai,SHP,Central
new_HF.3512,POINT (85.34 26.87),3214,Pipra Rajbara SHP,rautahat,PIPRA RAJBARA,4,26.87,85.34,58,Health Post,Terai,SHP,Central
new_HF.3513,POINT (85.34 26.87),3215,Gadho (Bhagawanpur) SHP,rautahat,GADHI(BHANAWANPUR),5,26.87,85.34,58,Health Post,Terai,SHP,Central
new_HF.3514,POINT (85.34 26.89),3216,Madhopur SHP,rautahat,MADHOPUR,2,26.89,85.34,51,Health Post,Terai,SHP,Central
new_HF.3515,POINT (85.24 26.9),3217,Inaruwa SHP,rautahat,INARUWA,2,26.9,85.24,59,Health Post,Terai,SHP,Central
new_HF.3516,POINT (85.2 26.91),3218,Patharabudha Rampur SHP,rautahat,PATHARABUDHA RAMPUR,2,26.91,85.2,68,Health Post,Terai,SHP,Central
new_HF.3517,POINT (85.23 26.88),3219,Iharbari SHP,rautahat,IHARBARIJYUTAHI,5,26.88,85.23,62,Health Post,Terai,SHP,Central
new_HF.3518,POINT (85.32 26.79),3220,Basatpur HP,rautahat,BASATPUR,1,26.79,85.32,57,Health Post,Terai,HP,Central
new_HF.3519,POINT (85.3 26.79),3221,Hajmihiya HP,rautahat,HAJMINIYA,2,26.79,85.3,51,Health Post,Terai,HP,Central
new_HF.3520,POINT (85.2 26.96),3222,SitalpurBairgania HP,rautahat,SHITALPUR BAIRGANIA,2,26.96,85.2,72,Health Post,Terai,HP,Central
new_HF.3521,POINT (85.2 26.8),3223,Jowaha (Jokaha) SHP,rautahat,JOWAHA (JOKAHA),3,26.8,85.2,55,Health Post,Terai,SHP,Central
new_HF.3522,POINT (85.19 26.82),3224,Rampurkhap SHP,rautahat,RAMPURKHAP,1,26.82,85.19,60,Health Post,Terai,SHP,Central
new_HF.3523,POINT (85.2 26.85),3225,Narkatiya Guthi HP,rautahat,NARKATIYA GUTHI,1,26.85,85.2,59,Health Post,Terai,HP,Central
new_HF.3524,POINT (85.23 26.85),3226,Basantapatti SHP,rautahat,BASANTAPATTI,2,26.85,85.23,56,Health Post,Terai,SHP,Central
new_HF.3525,POINT (85.24 26.87),3227,Tejapakar SHP,rautahat,TEJAPAKAR,5,26.87,85.24,58,Health Post,Terai,SHP,Central
new_HF.3526,POINT (85.25 26.86),3228,Lokaha SHP,rautahat,LOKAHA,9,26.86,85.25,56,Health Post,Terai,SHP,Central
new_HF.3527,POINT (85.37 27.01),3229,Bishrampur HP,rautahat,BISHRAMPUR,5,27.01,85.37,76,Health Post,Terai,HP,Central
new_HF.3528,POINT (85.2 26.99),3230,Santapur (Dostiya) HP,rautahat,SANTAPUR (DOSTIYA),7,26.99,85.2,79,Health Post,Terai,HP,Central
new_HF.3529,POINT (85.22 26.96),3231,Maryadpur HP,rautahat,MARYADPUR,1,26.96,85.22,74,Health Post,Terai,HP,Central
new_HF.3530,POINT (85.32 26.95),3232,Garuda Bainiya HP,rautahat,BAIRIYA,7,26.95,85.32,68,Health Post,Terai,HP,Central
new_HF.3531,POINT (85.34 27.06),3233,Matiauna (Dumariya) HP,rautahat,DUMARIYA (MATIAUNA),2,27.06,85.34,76,Health Post,Terai,HP,Central
new_HF.3532,POINT (85.38 26.96),3234,Samanpur HP,rautahat,SAMANPUR,5,26.96,85.38,74,Health Post,Terai,HP,Central
new_HF.3533,POINT (85.34 26.98),3235,Raghunathpur HP,rautahat,RAGHUNATHPUR,5,26.98,85.34,60,Health Post,Terai,SHP,Central
new_HF.3534,POINT (85.28 26.91),3236,Khesarhiya HP,rautahat,KHESARHIYA,2,26.91,85.28,64,Health Post,Terai,SHP,Central
new_HF.3535,POINT (85.29 27.03),3237,Pratappur Paltuwa SHP,rautahat,PRATAPPUR PALTUWA,1,27.03,85.29,74,Health Post,Terai,SHP,Central
new_HF.3536,POINT (85.26 27.05),3238,Kakanpur SHP,rautahat,KAKANPUR,2,27.05,85.26,89,Health Post,Terai,SHP,Central
new_HF.3537,POINT (85.3 27),3239,Gamhariyabirta SHP,rautahat,GAMHARIYABIRTA,9,27,85.3,74,Health Post,Terai,SHP,Central
new_HF.3538,POINT (85.37 26.97),3240,Gamhariyaparsa SHP,rautahat,GAMHARIYAPARSA,4,26.97,85.37,69,Health Post,Terai,SHP,Central
new_HF.3539,POINT (85.47 27.13),3241,Paurai SHP,rautahat,PAURAI,3,27.13,85.47,113,Health Post,Terai,SHP,Central
new_HF.3540,POINT (85.34 27.07),3242,Santpur (Matiaun) SHP,rautahat,SANTPUR (MATIAUN),1,27.07,85.34,90,Health Post,Terai,SHP,Central
new_HF.3541,POINT (85.38 27.13),3243,Judibela SHP,rautahat,JUDIBELA,3,27.13,85.38,126,Health Post,Terai,SHP,Central
new_HF.3542,POINT (85.37 26.95),3244,Sangrampur SHP,rautahat,SANGRAMPUR,1,26.95,85.37,72,Health Post,Terai,SHP,Central
new_HF.3543,POINT (85.31 26.93),3245,Mahamadpur HP,rautahat,MAHAMADPUR,8,26.93,85.31,82,Health Post,Terai,HP,Central
new_HF.3544,POINT (85.38 26.95),3246,Bahuwa Madanpur SHP,rautahat,BAHUWA MADANPUR,1,26.95,85.38,69,Health Post,Terai,SHP,Central
new_HF.3545,POINT (85.24 26.95),3247,Karkach Karmaiya SHP,rautahat,KARKACHKARMAIYA,1,26.95,85.24,69,Health Post,Terai,SHP,Central
new_HF.3546,POINT (85.27 26.99),3248,Pipara Pokhariya SHP,rautahat,PIPARA POKHARIYA,6,26.99,85.27,74,Health Post,Terai,SHP,Central
new_HF.3547,POINT (85.34 26.94),3249,Malahi SHP,rautahat,MALAHI,1,26.94,85.34,56,Health Post,Terai,SHP,Central
new_HF.3548,POINT (85.28 27.07),3250,Rangapur SHP,rautahat,RANGAPUR,5,27.07,85.28,87,Health Post,Terai,SHP,Central
new_HF.3549,POINT (85.25 27),3251,Birtiprastoka SHP,rautahat,BIRTIPRASTOKA,5,27,85.25,78,Health Post,Terai,SHP,Central
new_HF.3550,POINT (85.35 26.94),3252,Bariyarpur SHP,rautahat,BARIYARPUR,5,26.94,85.35,66,Health Post,Terai,SHP,Central
new_HF.3551,POINT (85.31 26.92),3253,Jayanagar SHP,rautahat,JAYANAGAR,4,26.92,85.31,62,Health Post,Terai,SHP,Central
new_HF.3552,POINT (85.25 27.04),3254,Hathiyahi SHP,rautahat,HATHIYAHI,5,27.04,85.25,89,Health Post,Terai,SHP,Central
new_HF.3553,POINT (85.2 27.05),3255,Fatuwaharsaha SHP,rautahat,FATUWAHARSAHA,9,27.05,85.2,81,Health Post,Terai,SHP,Central
new_HF.3554,POINT (85.37 27.02),3256,Ramolibairiya SHP,rautahat,RAMOLIBAIRIYA,1,27.02,85.37,77,Health Post,Terai,SHP,Central
new_HF.3555,POINT (85.27 27.05),3257,Laxmipur (Do) SHP,rautahat,LAXMIPUR (DO),8,27.05,85.27,84,Health Post,Terai,SHP,Central
new_HF.3556,POINT (85.38 26.99),3258,Hadiryapaltuwa SHP,rautahat,HADIRYAPALTUWA,4,26.99,85.38,72,Health Post,Terai,SHP,Central
new_HF.3557,POINT (85.33 26.97),3259,Basbiti Jingadiya SHP,rautahat,BASBITIJINGADIYA,7,26.97,85.33,73,Health Post,Terai,SHP,Central
new_HF.3558,POINT (85.29 26.93),3260,Pothiyahi SHP,rautahat,POTHIYAHI,4,26.93,85.29,65,Health Post,Terai,SHP,Central
new_HF.3559,POINT (85.32 26.93),3261,Gedahiguthi SHP,rautahat,GEDAHIGUTHI,3,26.93,85.32,67,Health Post,Terai,SHP,Central
new_HF.3560,POINT (85.28 26.93),3262,Dharhari SHP,rautahat,DHARHARI,2,26.93,85.28,62,Health Post,Terai,SHP,Central
new_HF.3561,POINT (85.28 26.97),3263,Bagahi SHP,rautahat,BAGAHI,5,26.97,85.28,82,Health Post,Terai,SHP,Central
new_HF.3562,POINT (85.29 26.98),3264,Pipariya (Dostiya) SHP,rautahat,PIPARIYA (DOSTIYA),6,26.98,85.29,69,Health Post,Terai,SHP,Central
new_HF.3563,POINT (85.2 27.03),3265,Laxminiya SHP,rautahat,LAXMINIYA,5,27.03,85.2,75,Health Post,Terai,SHP,Central
new_HF.3564,POINT (85.31 27.05),3266,Simara Bhawanipur SHP,rautahat,SIMARA BHAWANIPUR,2,27.05,85.31,82,Health Post,Terai,SHP,Central
new_HF.3565,POINT (85.33 27),3267,Sakhuwa Dhamaura SHP,rautahat,SAKHUWA DHAMAURA,3,27,85.33,75,Health Post,Terai,SHP,Central
new_HF.3566,POINT (85.27 26.83),3268,Fatuhamaheshpur SHP,rautahat,FATUHAMAHESHPUR,5,26.83,85.27,61,Health Post,Terai,SHP,Central
new_HF.3567,POINT (85.33 26.84),3269,Matsari SHP,rautahat,MATSARI,5,26.84,85.33,52,Health Post,Terai,SHP,Central
new_HF.3568,POINT (85.32 26.84),3270,Pacharukhi SHP,rautahat,PACHARUKHI,5,26.84,85.32,59,Health Post,Terai,SHP,Central
new_HF.3569,POINT (85.31 26.82),3271,Badharwa SHP,rautahat,BADHARWA,1,26.82,85.31,57,Health Post,Terai,SHP,Central
new_HF.3570,POINT (85.3 26.83),3272,Saruatha HP,rautahat,SARUATHA,7,26.83,85.3,57,Health Post,Terai,HP,Central
new_HF.3571,POINT (85.3 26.8),3273,Jhunkhunwa SHP,rautahat,JHUNKHUNWA,2,26.8,85.3,52,Health Post,Terai,SHP,Central
